Name,CPUCount,MemoryGB,DiskCapacity (GB),IPs/MACs,IP Address,CenOS Release,Chef Run List,Owner,Priority (1-3),Kill?,Replace,Notes,,,,,
cam-z2-call3,4,9,30,"66.151.176.218, fe80::250:56ff:feaa:5f25, 10.10.89.224, fe80::250:56ff:feaa:59ce",66.151.176.218,centos 6.4,[tlc-call-server],,,,,,,,,,
cam-z2-call2,4,3,30,"66.151.176.217, fe80::250:56ff:feaa:3d74, 10.10.89.223, fe80::250:56ff:feaa:4706",66.151.176.217,centos 6.4,[tlc-call-server],,,,,,,,,,
cam-z2-call1,4,3,30,"66.151.176.216, fe80::250:56ff:feaa:68cc, 10.10.89.222, fe80::250:56ff:feaa:6e9d",66.151.176.216,centos 6.4,[tlc-call-server],,,,,,,,,,
cam-vm-call3,4,2,30,"10.10.89.158, fe80::250:56ff:feaa:5321, 66.151.176.158, fe80::250:56ff:feaa:5338",66.151.176.158,centos 6.4,[tlc-call-server],,,,,,,,,,
cam-vm-call2,2,2,30,"10.10.89.157, fe80::250:56ff:feaa:5335, 66.151.176.157, fe80::250:56ff:feaa:5336",66.151.176.157,centos 6.4,[tlc-call-server],,,,,,,,,,
cam-vm-call1,2,2,30,"10.10.89.156, fe80::250:56ff:feaa:5332, 66.151.176.156, fe80::250:56ff:feaa:5333, 10.15.89.156, fe80::250:56ff:feaa:5334",66.151.176.156,centos 6.4,[tlc-call-server],,,,,,,,,,
cam-z2-call6,4,2,30,"66.151.176.232, fe80::250:56ff:feaa:7b41, 10.10.89.230, fe80::250:56ff:feaa:42ee",66.151.176.232,centos 6.4,[tlc-call-server::cisco],,,,,,,,,,
cam-build2,2,4,100,"10.10.80.87, fe80::250:56ff:feaa:519d",10.10.80.87,centos 6.4,[tlc-build] [tpn-jenkins],,,,,,,,,,
cam-ws6,2,2,30,"10.10.80.51, fe80::250:56ff:feaa:5e2c, 66.151.176.67, fe80::250:56ff:feaa:4c63",66.151.176.67,centos 6.4,[tlc-bosh-proxy],,,,,,,,,,
cam-ws5,2,2,30,"10.10.80.50, fe80::250:56ff:feaa:5a55, 66.151.176.69, fe80::250:56ff:feaa:2da9",66.151.176.69,centos 6.4,[tlc-bosh-proxy],,,,,,,,,,
cam-bp3,2,2,30,"10.10.80.193, fe80::250:56ff:feaa:2caf, 66.151.176.153, fe80::250:56ff:feaa:32f7",66.151.176.153,centos 6.4,[tlc-border-proxy],,,,,,,,,,
cam-bp2,2,2,30,"10.10.80.192, fe80::250:56ff:feaa:7196, 66.151.176.152, fe80::250:56ff:feaa:16d4",66.151.176.152,centos 6.4,[tlc-border-proxy],,,,,,,,,,
cam-bp1,2,2,30,"10.10.80.191, fe80::250:56ff:feaa:44b0, 66.151.176.151, fe80::250:56ff:feaa:5979",66.151.176.151,centos 6.4,[tlc-border-proxy],,,,,,,,,,
cam-analytics-cda2,2,3,30,"10.10.80.186, fe80::250:56ff:feaa:7ebf",10.10.80.186,centos 6.4,[tlc-analytics-cda],Jeff,,N,N,Analytics Passthrough,,,,,
cam-analytics-cda1,2,3,30,"10.10.80.185, fe80::250:56ff:feaa:71fa",10.10.80.185,centos 6.4,[tlc-analytics-cda],Jeff,,N,N,Analytics Passthrough,,,,,
cam-ipswitch,2,2,10,"10.10.80.176, fe80::250:56ff:feaa:505c, 10.89.253.190, fe80::250:56ff:feaa:22fd",10.10.80.176,centos 6.4,,,,,,,,,,,
vm-dev-vertica1,2,7,48.828125,"10.10.89.161, fe80::250:56ff:feaa:33a, 10.17.89.100, fe80::250:56ff:feaa:71e0",,,,,,,,,,,,,
vm-dev-okrig1,6,3,20,"10.10.80.92, fe80::250:56ff:feaa:6ccb, 10.15.89.60, fe80::250:56ff:feaa:3217",,,,,,,,,,,,,
vm-dev-cbrideau1,2,2,30,"10.10.80.187, fe80::250:56ff:feaa:6ed2",,,,,,,,,,,,,
Veeam Temp,1,4,40,,,,,,,,,,,,,,
cdn-vm-lync04-Prod,4,4,50,10.10.222.33,,,,,,,,,,,,,
cdn-vm-lync03-Lync,4,6,65,10.10.222.32,,,,,,,,,,,,,
cdn-vm-lync02-AD,2,2,50,10.10.222.31,,,,,,,,,,,,,
cdn-vm-lync01-Dev,4,8,50,10.10.222.30,,,,,,,,,,,,,
cdn-vm-irek1,2,2,50,,,,,,,,,,,,,,
cdn-vm-csibbitt2,4,2,80,,,,,,,,,,,,,,
cdn-vm-csibbitt1,4,2,80,,,,,,,,,,,,,,
cdn-vm-cbrideau1,1,1,30,"10.10.222.28, fe80::250:56ff:feaa:37e",,,,,,,,,,,,,
cdn-ucci-zuul1,2,2,30,"10.10.222.94, fe80::250:56ff:feaa:6102",,,,,,,,,,,,,
cdn-ucci-nodepool1,2,4,30,"10.10.222.98, fe80::250:56ff:feaa:5ca4",,,,,,,,,,,,,
cdn-ucci-jenkins1,2,4,30,"10.10.222.21, fe80::250:56ff:feaa:20f",,,,,,,,,,,,,
cdn-ucci-gerrit1,2,2,30,"10.10.222.22, fe80::250:56ff:feaa:6b83",,,,,,,,,,,,,
cdn-sec1,1,2,50,"10.10.222.70, fe80::b860:5585:6557:e8ad",,,,,,,,,,,,,
cdn-irc-bots,2,2,30,,,,,,,,,,,,,,
cdn-dev1,2,2,30,fe80::250:56ff:feaa:4d4b,,,,,,,,,,,,,
cdn-dev-svn1,1,1.0234375,100,,,,,,,,,,,,,,
cdn-ad1,2,2,40,"10.10.218.47, fe80::a8d6:e67a:1fef:9351, 10.10.222.247, fe80::68dc:a07e:816c:9353",,,,,,,,,,,,,
cam-zucker,2,2,10,,,,,,,,,,,,,,
cam-z9-i2,2,2,30,,,,,,,,,,,,,,
cam-z8-i2,2,2,30,,,,,,,,,,,,,,
cam-z7-i2,2,2,30,,,,,,,,,,,,,,
cam-z6-i2,2,2,30,,,,,,,,,,,,,,
cam-z3-i2,2,2,30,,,,,,,,,,,,,,
cam-vsm1,1,2,15,"10.10.89.216, fe80::250:56ff:feaa:1794, 10.10.90.196, fe80::250:56ff:feaa:1d4c",,,,,,,,,,,,,
cam-vm-vcopsa1 (Analytics),2,9,212,,,,,,,,,,,,,,
cam-vm-vcops1 (UI),2,7,132,"10.10.89.226, fe80::250:56ff:feaa:315b",,,,,,,,,,,,,
cam-vm-vcm1,1,2.5,15,"10.10.89.112, fe80::250:56ff:feaa:40b2",,,,,,,,,,,,,
cam-vm-vccs1,2,3,10,"10.10.80.13, fe80::250:56ff:feaa:18a7",,,,,,,,,,,,,
cam-vm-vccn1,2,2,50,"10.10.80.12, fe80::250:56ff:feaa:18a8",,,,,,,,,,,,,
cam-vm-sniff-b1,1,1,16,,,,,,,,,,,,,,
cam-vm-sniff-a1,1,1,16,,,,,,,,,,,,,,
cam-vm-qb1b,2,6,100,10.10.89.85,,,,,,,,,,,,,
cam-vm-m0,2,2,30,,,,,,,,,,,,,,
cam-vm-j0,2,4,30,"10.10.89.202, fe80::250:56ff:feaa:33e, 66.151.176.169, fe80::250:56ff:feaa:33f",,,,,,,,,,,,,
cam-vm-itools1,4,12,140,"10.15.89.17, fe80::a48b:6e85:f52f:3b82, 169.254.59.130, 10.10.90.127, 10.10.89.127",,,,,,,,,,,,,
cam-vm-filer1,2,4,80,10.10.89.107,,,,,,,,,,,,,
cam-vm-f0,2,1,20,"10.10.89.87, 66.151.176.87",,,,,,,,,,,,,
cam-vm-dvcp1,2,3.5,35.205078125,"10.10.89.5, 10.10.90.199",,,,,,,,,,,,,
cam-vm-call04,2,5,30,,,,,,,,,,,,,,
cam-vm-call03,2,2,30,"10.10.89.94, fe80::250:56ff:feaa:1898, 66.151.176.94, fe80::250:56ff:feaa:1897",,,,,,,,,,,,,
cam-vm-call02,2,2,30,"10.10.89.199, fe80::250:56ff:feaa:35d, 66.151.176.199, fe80::250:56ff:feaa:35e, 10.15.89.199, fe80::250:56ff:feaa:35f",,,,,,,,,,,,,
cam-vm-call01,2,2,30,"10.10.89.166, fe80::250:56ff:feaa:5774, 66.151.176.166, fe80::250:56ff:feaa:5775",,,,,,,,,,,,,
cam-vc1,4,12,150,"10.10.90.116, 10.10.89.116",,,,,,,,,,,,,
cam-plm,1,4,50,"10.10.80.183, fe80::250:56ff:feaa:1c7d",,,,,,,,,,,,,
cam-mssql1,2,8,190,10.10.89.125,,,,,,,,,,,,,
cam-kafka01,2,2,30,"10.10.80.30, fe80::250:56ff:feaa:35f3",,,,,,,,,,,,,
cam-js01,2,1,30,"10.10.80.29, fe80::250:56ff:feaa:1827",,,,,,,,,,,,,
cam-i01,2,3,30,"10.10.80.25, fe80::250:56ff:feaa:6487, 66.151.176.31, fe80::250:56ff:feaa:3e92",,,,,,,,,,,,,
cam-fastagi0,2,2,30,"10.10.80.43, fe80::250:56ff:feaa:6208",,,,,,,,,,,,,
cam-db01,2,2,30,"10.10.89.60, fe80::250:56ff:feaa:5ad6",,,,,,,,,,,,,
cam-chef01,2,4,30,"10.10.80.106, fe80::250:56ff:feaa:2e61",,,,,,,,,,,,,
cam-build01,2,2,30,"10.10.80.107, fe80::250:56ff:feaa:3eb6",,,,,,,,,,,,,
cam-bigip2,2,4,100,10.10.90.208,,,,,,,,,,,,,
cam-bigip1,2,4,100,10.10.90.207,,,,,,,,,,,,,
cam-ad1,2,6,40,10.10.89.47,,,,,,,,,,,,,
ams-z5-call1,2,2,30,,,,,,,,,,,,,,
ams-util1,2,1,30,"10.131.50.6, fe80::250:56ff:feaa:609c, 10.131.54.6, fe80::250:56ff:feaa:580, 10.131.55.6, fe80::250:56ff:feaa:29c2, 10.131.52.6, fe80::250:56ff:feaa:41c9, 10.131.53.6, fe80::250:56ff:feaa:5c85",,,,,,,,,,,,,
ams-test1,2,2,30,"10.131.10.50, fe80::250:56ff:feaa:7350",,,,,,,,,,,,,
ams-support1,1,1.5,30,"10.131.54.22, fe80::250:56ff:feaa:4510",,,,,,,,,,,,,
ams-m1,2,2,30,,,,,,,,,,,,,,
ams-g3,2,1,30,,,,,,,,,,,,,,
ams-g1,2,1,30,,,,,,,,,,,,,,
